,Area (m²),Quartos,Idade (anos),Distância Centro (km),Garagens,Banheiros,Andar,Vista_Mar,Mobilidade,Segurança,Area_Construida (m²),Total_Comodos,Zona,Preço (R$ mil),Area_Total (m²)
18937,241.7,4,16,1.9,1,4,7,0,2,10,207.2,8,Centro,986.4,449.0
18938,75.4,3,23,29.8,3,3,,0,3,3,66.3,6,Afastada,80.0,141.6
18939,130.5,3,25,14.1,1,2,3,1,7,7,101.2,5,Intermediária,683.0,231.7
18940,142.7,3,15,1.0,1,3,,1,2,10,123.6,6,Centro,955.1,266.3
18941,43.8,5,6,4.4,1,4,1,1,5,9,32.6,9,Centro,1243.5,76.3
18942,166.6,3,3,11.7,1,2,,1,4,8,136.7,5,Intermediária,776.7,303.3
18943,190.0,5,8,1.7,1,4,4,0,2,8,156.9,9,Centro,1372.9,346.8
18944,156.0,3,3,6.0,1,3,24,1,4,8,126.3,6,Intermediária,1318.8,282.3
18945,69.2,4,9,14.1,2,4,12,0,1,6,57.5,8,Intermediária,626.4,126.6
18946,71.8,4,15,3.6,2,3,,0,3,9,50.5,7,Centro,972.5,122.3
18947,59.7,3,7,4.6,2,3,4,0,10,10,59.0,6,Centro,895.3,118.7
18948,107.2,4,20,5.2,1,4,,0,8,8,89.1,8,Intermediária,760.3,196.2
18949,106.3,3,26,1.1,3,3,,0,9,9,90.6,6,Centro,881.2,196.9
18950,68.3,3,12,10.3,1,3,23,0,1,8,55.6,6,Intermediária,684.1,123.8
18951,147.1,2,5,9.4,1,2,7,0,5,7,128.3,4,Intermediária,774.1,275.5
18952,105.9,3,18,14.1,1,3,9,0,3,6,86.2,6,Intermediária,661.3,192.1
18953,275.2,2,5,5.7,0,2,19,1,1,8,234.1,4,Intermediária,879.0,509.3
18954,133.6,3,6,1.7,2,3,,0,9,9,108.3,6,Centro,1099.9,242.0
18955,77.8,2,14,4.4,1,2,,1,9,9,66.1,4,Centro,827.0,143.9
18956,196.7,4,11,2.4,1,3,13,0,1,10,175.0,7,Centro,1036.5,371.7
18957,111.9,3,7,3.7,1,3,24,0,5,8,98.2,6,Centro,1044.8,210.1
18958,151.7,2,2,6.8,1,2,,0,8,9,127.2,4,Intermediária,745.0,278.9
18959,128.6,3,5,3.4,2,2,16,0,4,10,114.6,5,Centro,852.6,243.2
18960,61.1,2,0,0.8,0,2,23,0,8,9,53.7,4,Centro,1013.0,114.9
18961,94.4,2,6,1.3,1,2,18,0,9,10,81.9,4,Centro,991.6,176.4
18962,116.2,1,7,2.7,0,1,18,0,6,10,97.0,2,Centro,756.5,213.2
18963,236.4,1,15,9.6,0,1,,1,6,8,202.5,2,Intermediária,475.2,438.9
18964,190.1,4,30,9.4,2,4,23,0,4,8,167.0,8,Intermediária,758.6,357.1
18965,76.5,3,6,1.8,1,3,,0,5,10,65.1,6,Centro,958.6,141.6
18966,56.2,3,0,2.5,1,2,17,0,4,9,41.9,5,Centro,861.9,98.1
18967,100.2,3,0,4.2,1,3,11,0,10,10,75.8,6,Centro,1041.5,176.0
18968,178.3,3,6,1.1,2,2,,0,4,9,151.1,5,Centro,1142.3,329.3
18969,226.8,3,46,8.2,3,3,17,0,10,6,186.5,6,Intermediária,692.6,413.2
18970,141.4,2,5,6.4,1,1,6,1,9,9,120.4,3,Intermediária,874.8,261.8
18971,186.9,4,35,5.5,2,3,,0,8,9,152.2,7,Intermediária,780.1,339.2
18972,100.3,5,2,20.0,1,4,18,0,4,6,84.0,9,Afastada,752.5,184.3
18973,168.5,3,4,0.9,3,3,,0,2,10,146.4,6,Centro,1222.0,314.9
18974,75.9,6,2,8.1,3,4,7,0,1,8,64.3,10,Intermediária,1032.0,140.2
18975,171.2,5,7,5.9,2,4,,0,8,9,145.1,9,Intermediária,1065.0,316.3
18976,112.2,4,2,9.9,1,4,11,0,9,8,100.1,8,Intermediária,1099.9,212.4
18977,124.3,4,4,8.3,1,3,,0,1,7,103.1,7,Intermediária,989.0,227.3
18978,104.2,2,3,3.2,1,2,4,0,1,9,91.3,4,Centro,695.5,195.5
18979,377.7,2,20,0.7,0,2,,0,7,10,322.3,4,Centro,1084.6,700.0
18980,264.1,2,4,9.7,1,2,10,1,1,10,225.9,4,Intermediária,860.5,490.0
18981,149.5,3,3,2.0,3,3,,1,3,10,121.3,6,Centro,1229.9,270.7
18982,109.5,4,7,6.5,2,4,,1,7,8,86.7,8,Intermediária,900.7,196.2
18983,98.7,3,19,5.7,2,3,,0,2,9,89.6,6,Intermediária,762.8,188.3
18984,59.7,2,20,5.2,1,2,5,1,8,9,47.4,4,Intermediária,831.3,107.1
18985,235.4,2,5,5.1,0,2,22,0,2,9,201.8,4,Intermediária,873.2,437.3
18986,97.2,3,13,7.5,1,3,5,0,5,9,82.8,6,Intermediária,773.4,180.0
18987,131.1,3,3,1.2,1,3,14,0,2,9,107.8,6,Centro,955.8,238.9
18988,98.3,2,0,0.5,1,2,11,0,4,10,85.0,4,Centro,787.7,183.4
18989,126.3,4,6,13.7,2,4,14,0,4,4,105.9,8,Intermediária,873.3,232.1
18990,30.4,3,4,13.6,1,3,21,0,2,8,23.2,6,Intermediária,752.3,53.6
18991,217.7,2,16,4.6,1,2,,1,2,8,185.8,4,Centro,801.7,403.5
18992,155.4,3,30,8.6,1,3,,0,2,8,136.4,6,Intermediária,649.9,291.8
18993,382.1,4,12,11.0,3,4,,0,1,6,324.7,8,Intermediária,1001.4,706.7
18994,95.1,5,2,7.5,2,4,7,0,6,9,73.6,9,Intermediária,872.6,168.6
18995,52.5,4,11,2.3,1,3,7,0,3,10,48.4,7,Centro,837.2,100.9
18996,400.0,3,4,8.6,2,3,,0,10,7,342.8,6,Intermediária,1262.9,742.8
18997,141.4,5,5,5.6,1,4,10,0,8,9,126.9,9,Intermediária,1130.1,268.3
18998,200.1,5,12,3.3,2,4,,0,2,10,168.2,9,Centro,1136.1,368.3
18999,97.5,3,2,3.3,1,2,,0,5,10,91.1,5,Centro,962.1,188.6
19000,147.3,3,5,3.3,2,3,12,0,2,10,122.8,6,Centro,1143.0,270.1
19001,183.4,4,2,1.9,2,4,5,0,2,10,164.9,8,Centro,1311.5,348.3
19002,150.2,3,6,5.6,1,3,19,0,9,9,128.7,6,Intermediária,953.9,278.9
19003,190.3,3,20,11.9,1,3,,1,8,6,164.0,6,Intermediária,928.3,354.2
19004,263.3,4,9,7.8,2,4,,0,5,7,221.2,8,Intermediária,995.6,484.4
19005,87.5,1,4,12.4,1,1,,0,5,7,74.4,2,Intermediária,424.3,161.9
19006,178.4,3,2,2.8,1,3,,0,4,7,140.8,6,Centro,1118.0,319.2
19007,284.5,2,16,2.6,1,2,12,0,3,9,234.4,4,Centro,893.8,518.9
19008,96.9,2,9,4.6,0,1,6,1,6,9,80.1,3,Centro,772.6,176.9
19009,109.8,4,7,3.9,2,3,5,0,10,9,90.5,7,Centro,972.4,200.4
19010,111.1,3,6,7.5,2,3,,0,4,9,85.0,6,Intermediária,786.7,196.1
19011,59.7,2,6,12.8,1,2,18,0,5,6,49.8,4,Intermediária,636.8,109.5
19012,73.9,1,38,7.1,1,1,22,0,3,8,62.5,2,Intermediária,201.1,136.4
19013,182.7,3,15,1.7,1,3,22,0,4,9,151.7,6,Centro,1212.6,334.4
19014,125.6,3,2,4.7,2,3,21,0,6,9,108.7,6,Centro,1025.3,234.3
19015,165.7,2,6,6.8,1,1,5,0,4,9,152.6,3,Intermediária,737.4,318.4
19016,76.9,3,16,1.3,1,3,22,0,3,10,66.6,6,Centro,935.9,143.5
19017,190.9,5,8,5.8,1,4,20,0,2,7,170.0,9,Intermediária,1234.6,360.9
19018,54.2,5,20,2.6,2,4,,0,2,9,49.9,9,Centro,1084.9,104.1
19019,87.3,6,23,8.8,1,4,8,0,9,10,67.7,10,Intermediária,1112.9,154.9
19020,142.0,3,3,3.1,3,3,4,0,7,10,107.3,6,Centro,1056.6,249.3
19021,54.9,3,7,1.7,2,3,9,1,8,10,49.0,6,Centro,1146.6,104.0
19022,86.5,2,9,7.1,0,1,,0,4,9,78.0,3,Intermediária,571.7,164.5
19023,67.7,2,27,2.0,0,2,5,0,7,8,51.3,4,Centro,824.7,119.0
19024,147.4,6,11,3.4,1,4,,0,7,10,130.1,10,Centro,1359.9,277.6
19025,111.5,2,2,1.0,1,2,9,1,6,10,92.9,4,Centro,1034.9,204.4
19026,123.6,3,27,4.7,2,2,,1,5,9,105.7,5,Centro,939.8,229.2
19027,223.3,3,2,6.7,2,3,21,0,4,8,196.4,6,Intermediária,1107.6,419.7
19028,94.0,3,1,4.4,1,3,20,0,6,7,80.1,6,Centro,1069.1,174.0
19029,89.2,4,28,7.4,2,4,21,0,4,8,71.8,8,Intermediária,869.0,161.1
19030,97.5,4,1,9.0,1,4,,0,9,6,79.5,8,Intermediária,991.4,177.0
19031,162.1,3,6,1.6,1,3,23,0,1,10,144.9,6,Centro,1213.5,307.0
19032,261.8,4,12,1.9,1,4,,0,5,10,225.6,8,Centro,1297.4,487.4
19033,131.5,3,2,4.3,1,2,7,0,4,8,108.0,5,Centro,826.4,239.5
19034,89.8,4,11,9.1,2,4,,0,1,6,74.9,8,Intermediária,858.3,164.7
19035,110.9,3,20,5.3,1,3,18,0,5,8,93.1,6,Intermediária,878.1,204.1
19036,76.2,4,1,7.4,2,3,21,0,9,9,64.8,7,Intermediária,1053.3,140.9
19037,150.2,3,5,3.9,2,2,1,0,2,9,124.2,5,Centro,956.1,274.5
19038,277.4,1,5,5.8,0,1,1,0,7,8,235.9,2,Intermediária,695.3,513.3
19039,61.3,3,4,6.3,1,3,1,0,9,8,55.4,6,Intermediária,803.2,116.7
19040,217.0,3,0,9.9,1,3,16,1,4,8,177.2,6,Intermediária,889.4,394.2
19041,83.6,3,4,8.2,1,3,9,0,2,8,81.7,6,Intermediária,717.5,165.3
19042,55.2,2,23,4.2,1,2,18,1,5,9,49.1,4,Centro,928.2,104.3
19043,230.9,3,0,2.4,2,2,24,1,8,9,195.9,5,Centro,1251.1,426.8
19044,303.1,3,5,10.3,1,3,12,1,1,8,259.9,6,Intermediária,1092.0,563.0
19045,139.3,3,8,6.0,1,3,,0,2,9,130.8,6,Intermediária,837.2,270.2
19046,114.1,5,1,3.7,2,4,19,1,2,9,101.4,9,Centro,1392.6,215.5
19047,,2,4,6.4,1,2,9,0,4,8,79.6,4,Intermediária,824.8,
19048,127.0,3,6,4.5,1,2,,1,7,9,111.9,5,Centro,1132.9,239.0
19049,100.1,5,8,5.4,1,4,13,0,3,9,80.7,9,Intermediária,1026.8,180.9
19050,103.8,3,2,7.3,1,3,24,0,4,10,81.5,6,Intermediária,867.8,185.4
19051,147.7,3,10,0.5,1,2,,0,8,10,122.8,5,Centro,946.9,270.5
19052,229.2,5,5,23.6,1,4,4,0,7,3,196.2,9,Afastada,793.9,425.4
19053,144.7,2,0,4.2,1,2,17,0,8,9,122.0,4,Centro,842.7,266.8
19054,196.6,3,31,9.6,2,3,10,0,5,8,168.3,6,Intermediária,629.9,364.9
19055,258.7,3,3,1.4,1,3,,0,5,10,214.6,6,Centro,1262.4,473.4
19056,102.4,3,9,3.3,2,3,23,0,4,10,85.1,6,Centro,1325.8,187.6
19057,105.4,3,4,3.8,2,3,8,0,8,10,76.9,6,Centro,1218.7,182.3
19058,142.7,1,9,1.9,1,1,,1,10,8,121.5,2,Centro,843.7,264.2
19059,250.5,4,18,4.6,1,3,3,0,3,9,208.5,7,Centro,1130.1,459.0
19060,105.4,3,0,11.6,2,3,,0,3,7,89.2,6,Intermediária,897.8,194.6
19061,204.2,4,13,1.9,1,4,,0,3,9,174.5,8,Centro,1183.7,378.7
19062,45.5,3,17,1.7,2,2,3,1,4,9,36.3,5,Centro,1030.2,81.8
19063,56.1,4,11,3.2,1,4,12,0,2,8,49.3,8,Centro,974.0,105.4
19064,88.9,3,1,4.2,1,3,19,0,8,9,67.4,6,Centro,908.1,156.3
19065,126.4,4,3,13.8,2,4,,0,5,5,109.5,8,Intermediária,808.3,235.9
19066,199.5,2,16,11.2,0,2,9,0,5,8,175.2,4,Intermediária,567.1,374.7
19067,128.3,1,44,9.9,0,1,,0,5,8,108.5,2,Intermediária,176.6,236.8
19068,173.8,3,0,2.1,2,3,,0,7,10,147.1,6,Centro,1084.9,320.9
19069,170.7,3,14,5.0,1,2,10,0,9,9,164.3,5,Centro,791.9,335.0
19070,146.8,2,10,2.3,1,2,,0,3,9,121.1,4,Centro,863.3,267.9
19071,133.7,3,3,3.4,2,3,12,1,5,10,112.3,6,Centro,1237.3,246.0
19072,104.0,4,22,0.7,1,3,15,0,5,10,85.1,7,Centro,1049.6,189.1
19073,102.7,5,6,9.5,1,4,13,0,7,8,88.1,9,Intermediária,1203.5,190.8
19074,181.5,1,22,7.5,1,1,11,0,2,6,148.2,2,Intermediária,459.8,329.7
19075,394.4,6,0,0.8,1,4,,0,8,10,333.3,10,Centro,1500.0,727.7
19076,147.6,3,0,10.3,1,3,9,0,3,6,124.7,6,Intermediária,789.0,272.3
19077,93.8,3,1,6.2,2,3,,1,2,8,78.5,6,Intermediária,803.2,172.2
19078,109.3,3,13,0.6,2,3,1,0,5,9,91.3,6,Centro,911.5,200.6
19079,94.8,3,20,15.3,1,3,,0,5,8,86.7,6,Afastada,525.8,181.5
19080,81.5,2,36,2.0,0,2,8,0,10,9,59.4,4,Centro,614.5,140.8
19081,153.6,4,1,1.2,1,3,11,0,5,9,130.9,7,Centro,1160.2,284.5
19082,98.4,3,8,2.6,1,3,6,0,3,9,89.8,6,Centro,1011.8,188.2
19083,129.1,3,9,5.6,1,3,,0,9,10,117.9,6,Intermediária,886.7,247.0
19084,109.1,2,6,7.4,0,1,21,0,7,6,79.8,3,Intermediária,738.4,188.9
19085,114.3,3,5,8.5,1,2,3,0,9,7,94.8,5,Intermediária,790.6,209.1
19086,302.1,3,3,14.4,3,3,1,0,4,7,261.2,6,Intermediária,949.7,563.3
19087,105.2,4,0,4.1,1,4,,1,2,10,87.8,8,Centro,1247.7,193.0
19088,78.3,2,9,3.3,1,1,8,1,4,10,64.3,3,Centro,882.4,142.6
19089,349.2,4,16,4.8,1,4,,1,10,10,289.6,8,Centro,1500.0,638.8
19090,68.1,1,0,5.4,1,1,,0,2,7,52.7,2,Intermediária,488.3,120.8
19091,93.5,5,1,4.2,2,4,14,0,6,8,76.5,9,Centro,1122.4,170.0
19092,168.7,2,22,0.8,1,2,,0,1,9,158.0,4,Centro,824.9,326.8
19093,87.5,4,16,7.6,1,4,21,0,7,8,72.3,8,Intermediária,826.5,159.8
19094,205.9,2,1,4.5,0,1,,0,10,10,171.6,3,Centro,889.5,377.5
19095,104.3,3,3,4.4,1,2,,1,5,9,82.5,5,Centro,1109.1,186.8
19096,200.9,3,59,6.1,1,3,19,0,7,8,166.5,6,Intermediária,528.4,367.4
19097,62.6,3,3,11.5,3,3,18,0,7,8,61.9,6,Intermediária,916.1,124.5
19098,183.0,6,0,17.4,2,4,,0,7,7,155.3,10,Afastada,1042.3,338.3
19099,298.4,4,0,7.7,3,3,5,0,1,9,260.2,7,Intermediária,1217.7,558.6
19100,230.1,2,4,1.9,1,1,17,0,10,10,191.4,3,Centro,1042.2,421.5
19101,93.5,3,14,2.8,1,3,,1,6,10,79.5,6,Centro,926.9,173.0
19102,99.7,3,1,1.1,3,2,,0,4,9,89.6,5,Centro,880.7,189.3
19103,241.0,2,5,2.4,1,1,,0,2,8,193.7,3,Centro,769.5,434.7
19104,65.9,3,12,7.7,2,2,,0,2,8,56.6,5,Intermediária,687.2,122.5
19105,46.2,5,8,6.3,1,4,,0,1,8,30.2,9,Intermediária,727.9,76.4
19106,207.1,5,33,19.0,2,4,4,0,5,6,178.6,9,Afastada,800.4,385.8
19107,68.8,4,3,3.5,2,3,5,0,9,10,60.4,7,Centro,1271.3,129.2
19108,78.7,2,0,4.6,1,2,,0,4,10,69.2,4,Centro,870.1,147.9
19109,97.2,6,1,7.6,1,4,15,0,9,7,78.5,10,Intermediária,1367.3,175.6
19110,95.1,5,2,5.1,3,4,15,0,6,10,75.4,9,Intermediária,1108.9,170.4
19111,154.7,2,3,8.1,1,2,,1,1,7,132.6,4,Intermediária,632.4,287.3
19112,131.5,2,0,4.0,1,2,13,0,4,8,102.3,4,Centro,744.8,233.8
19113,263.5,2,1,1.4,1,2,17,1,8,10,233.7,4,Centro,1239.9,497.2
19114,79.8,3,2,14.1,2,2,,0,8,7,68.9,5,Intermediária,689.4,148.7
19115,61.4,2,5,3.2,0,2,,1,1,10,45.6,4,Centro,809.5,107.1
19116,206.6,3,11,2.6,1,2,6,0,10,10,172.6,5,Centro,985.1,379.2
19117,149.2,4,1,20.1,1,4,,0,5,6,122.6,8,Afastada,718.4,271.8
19118,126.2,4,0,1.5,1,4,15,1,4,8,106.1,8,Centro,1231.8,232.3
19119,136.0,3,9,6.5,1,3,1,0,4,6,122.0,6,Intermediária,629.3,258.0
19120,80.7,3,8,12.7,2,2,15,0,1,8,68.9,5,Intermediária,762.3,149.6
19121,138.9,3,2,5.5,3,2,,1,4,9,123.0,5,Intermediária,1183.2,261.9
19122,128.3,3,0,15.4,3,3,20,0,6,6,113.8,6,Afastada,668.1,242.0
19123,216.3,2,5,1.9,0,1,3,1,5,9,183.4,3,Centro,988.6,399.7
19124,62.4,4,9,11.1,3,4,11,0,4,6,48.0,8,Intermediária,732.1,110.4
19125,50.6,3,16,8.8,2,3,7,0,9,6,45.6,6,Intermediária,660.8,96.2
19126,98.2,2,6,1.7,0,1,17,0,8,10,93.5,3,Centro,905.3,191.7
19127,68.1,2,8,11.1,1,2,11,0,5,6,51.9,4,Intermediária,655.5,120.1
19128,124.3,3,0,6.6,1,3,,0,9,8,114.2,6,Intermediária,932.2,238.5
19129,117.5,3,8,5.5,1,3,8,1,10,9,91.9,6,Intermediária,1208.7,209.4
19130,203.8,1,21,1.8,1,1,,0,10,10,177.7,2,Centro,881.5,381.5
19131,163.6,3,4,2.9,2,3,,0,9,10,132.0,6,Centro,1121.7,295.5
19132,128.1,5,4,24.0,1,4,1,1,3,5,120.1,9,Afastada,843.5,248.1
19133,220.3,5,4,9.0,2,4,,0,10,8,182.6,9,Intermediária,1274.8,402.9
19134,65.1,4,17,12.8,2,4,,0,10,6,56.9,8,Intermediária,740.9,122.0
19135,138.3,3,14,19.6,2,3,,0,9,5,119.3,6,Afastada,587.3,257.6
19136,271.5,1,4,2.2,1,1,23,0,8,10,245.2,2,Centro,1061.7,516.7
19137,154.9,3,16,4.0,2,2,13,1,4,8,134.8,5,Centro,953.2,289.7
19138,79.4,4,23,5.0,3,4,,1,1,10,74.5,8,Centro,1108.4,153.9
19139,74.2,3,0,8.2,3,3,10,0,9,7,61.7,6,Intermediária,845.8,136.0
19140,85.1,3,11,2.1,1,3,24,0,4,9,70.3,6,Centro,1128.2,155.4
19141,99.9,2,30,5.9,1,2,,0,7,8,81.7,4,Intermediária,642.0,181.6
19142,65.4,4,28,12.3,1,4,,0,4,6,57.6,8,Intermediária,586.1,123.1
19143,145.6,4,38,5.4,1,4,21,1,10,8,130.6,8,Intermediária,909.8,276.2
19144,128.7,3,6,4.4,2,3,11,0,8,7,108.8,6,Centro,1116.6,237.5
19145,92.2,4,0,9.2,2,4,,0,6,8,86.9,8,Intermediária,937.3,179.1
19146,262.6,3,1,6.3,1,2,,0,2,9,214.3,5,Intermediária,902.0,476.9
19147,85.1,3,8,1.9,2,3,,0,3,10,71.4,6,Centro,1033.3,156.5
19148,157.0,2,0,19.7,1,2,,0,6,5,138.3,4,Afastada,404.6,295.3
19149,303.5,2,25,12.3,0,2,22,1,1,6,260.6,4,Intermediária,807.8,564.0
19150,137.0,2,22,9.6,1,2,12,0,4,8,119.4,4,Intermediária,610.7,256.4
19151,220.2,5,5,3.6,1,4,,0,8,10,194.5,9,Centro,1201.5,414.7
19152,53.8,6,40,1.7,1,4,,0,1,8,39.4,10,Centro,760.4,93.2
19153,149.6,3,2,11.0,2,3,5,0,7,6,128.9,6,Intermediária,812.6,278.5
19154,135.8,2,13,5.2,1,1,,0,10,8,118.9,3,Intermediária,746.2,254.7
19155,171.4,2,33,8.1,0,2,,1,10,8,147.1,4,Intermediária,600.3,318.4
19156,44.3,3,1,7.1,2,2,18,0,1,7,35.4,5,Intermediária,745.2,79.7
19157,206.3,3,13,3.0,1,2,6,0,3,8,169.5,5,Centro,1097.0,375.8
19158,43.3,2,16,8.5,0,1,,0,2,9,48.2,3,Intermediária,399.0,91.5
19159,153.5,2,3,1.1,1,2,18,0,3,10,124.2,4,Centro,1119.1,277.7
19160,110.1,3,16,4.0,2,2,,1,6,7,97.6,5,Centro,1037.2,207.8
19161,111.0,3,4,11.3,1,3,,0,10,7,88.9,6,Intermediária,765.7,199.9
19162,204.9,3,8,5.0,2,3,18,0,4,10,175.8,6,Intermediária,1055.5,380.7
19163,163.8,4,5,9.3,1,3,10,1,3,8,153.1,7,Intermediária,776.5,316.9
19164,201.8,3,22,6.3,1,2,,0,7,9,176.6,5,Intermediária,667.4,378.4
19165,133.1,3,18,9.0,1,3,,0,9,8,111.1,6,Intermediária,768.4,244.2
19166,86.3,3,12,4.4,1,3,11,0,5,8,78.8,6,Centro,816.4,165.1
19167,107.6,4,13,4.7,3,4,,0,10,8,85.3,8,Centro,1314.4,192.9
19168,132.6,2,2,8.8,0,2,15,1,4,6,107.3,4,Intermediária,742.4,239.9
19169,106.7,3,0,1.9,2,2,,0,3,10,81.6,5,Centro,925.5,188.3
19170,94.8,1,11,6.0,1,1,4,0,5,10,78.3,2,Intermediária,505.0,173.1
19171,149.8,3,3,4.3,2,3,4,1,3,9,126.1,6,Centro,1099.3,276.0
19172,215.0,5,13,4.6,3,4,,0,1,10,185.1,9,Centro,1374.7,400.1
19173,222.5,2,4,1.3,1,2,21,0,8,10,192.0,4,Centro,1167.3,414.5
19174,311.5,2,17,5.2,0,2,17,0,4,8,262.2,4,Intermediária,883.0,573.8
19175,109.6,2,26,12.4,1,1,12,0,5,7,101.3,3,Intermediária,488.1,210.9
19176,74.8,3,3,13.5,1,2,,0,1,7,64.3,5,Intermediária,496.0,139.0
19177,134.0,2,11,2.5,1,2,14,0,2,10,112.2,4,Centro,880.5,246.2
19178,158.6,5,4,13.8,2,4,12,0,7,6,137.8,9,Intermediária,1312.1,296.3
19179,104.8,3,3,5.7,2,3,3,0,5,9,83.9,6,Intermediária,874.3,188.7
19180,60.1,2,16,9.0,0,2,,0,3,7,50.7,4,Intermediária,475.1,110.8
19181,62.0,3,8,3.4,1,3,5,0,3,10,54.0,6,Centro,800.8,116.0
19182,125.6,3,4,2.7,3,3,,0,1,8,99.5,6,Centro,879.5,225.1
19183,48.9,3,11,11.7,2,3,17,1,4,6,43.1,6,Intermediária,916.2,92.0
19184,117.6,4,80,4.6,3,4,,1,8,8,101.8,8,Centro,340.3,219.4
19185,66.1,2,10,7.6,1,1,8,0,9,8,55.5,3,Intermediária,724.7,121.6
19186,272.7,4,4,8.9,1,4,,0,2,9,231.4,8,Intermediária,1108.7,504.1
19187,122.2,2,5,10.5,1,2,22,0,3,7,107.7,4,Intermediária,757.5,229.9
19188,181.2,3,4,4.3,1,2,,0,2,9,161.3,5,Centro,987.0,342.5
19189,176.8,2,30,3.1,1,2,22,0,2,9,151.8,4,Centro,792.4,328.6
19190,206.9,3,1,5.9,2,2,18,1,8,9,183.5,5,Intermediária,1036.8,390.4
19191,81.4,3,3,16.3,1,2,,0,6,5,66.5,5,Afastada,458.3,147.9
19192,82.1,5,0,2.8,1,4,,1,4,9,67.2,9,Centro,1095.8,149.3
19193,125.0,4,16,0.6,2,4,20,1,4,10,98.8,8,Centro,1500.0,223.8
19194,188.0,3,1,2.6,3,2,20,0,7,8,164.4,5,Centro,1093.1,352.5
19195,400.0,4,10,5.3,2,4,6,0,4,9,342.5,8,Intermediária,1145.4,742.5
19196,41.8,3,20,14.3,2,3,,1,9,8,32.7,6,Intermediária,671.5,74.5
19197,85.8,3,25,6.6,2,2,,0,5,8,83.0,5,Intermediária,651.7,168.8
19198,72.6,4,0,6.9,1,3,,0,6,8,66.9,7,Intermediária,910.7,139.5
19199,135.3,2,8,2.4,1,2,20,0,10,9,122.8,4,Centro,1094.4,258.1
19200,85.8,3,0,9.4,2,2,,1,8,9,68.6,5,Intermediária,1075.0,154.4
19201,156.7,2,16,3.2,1,1,23,0,6,10,131.0,3,Centro,831.4,287.7
19202,106.1,3,17,15.6,1,2,21,0,9,8,91.4,5,Afastada,695.7,197.5
19203,144.3,3,12,1.1,3,3,20,0,10,10,136.4,6,Centro,1223.0,280.7
19204,70.4,2,2,2.3,1,2,,0,9,10,59.5,4,Centro,874.3,130.0
19205,133.7,3,6,4.0,1,2,,0,4,10,108.9,5,Centro,847.2,242.6
19206,61.5,1,13,3.1,1,1,1,0,4,9,49.8,2,Centro,462.7,111.3
19207,127.3,3,17,6.8,1,3,11,0,4,8,105.9,6,Intermediária,800.9,233.2
19208,93.5,3,21,7.7,2,2,,0,2,7,81.2,5,Intermediária,600.7,174.7
19209,260.5,3,14,5.4,1,3,14,0,2,9,226.2,6,Intermediária,1016.2,486.7
19210,107.8,2,18,4.3,1,2,18,0,7,9,95.9,4,Centro,871.6,203.8
19211,169.4,4,13,6.5,1,3,11,1,2,8,136.2,7,Intermediária,1095.5,305.6
19212,89.7,3,2,6.7,3,3,,0,10,8,78.4,6,Intermediária,922.8,168.1
19213,122.1,2,1,10.6,0,2,7,0,8,6,104.7,4,Intermediária,666.7,226.8
19214,105.4,5,0,2.7,1,4,16,0,6,9,88.0,9,Centro,1409.2,193.4
19215,121.7,3,5,13.1,1,2,7,1,6,7,102.8,5,Intermediária,829.9,224.5
19216,67.2,3,1,0.5,1,2,18,1,2,9,54.9,5,Centro,947.7,122.1
19217,48.1,3,19,13.0,1,2,24,1,7,6,44.5,5,Intermediária,672.7,92.6
19218,184.6,4,2,1.0,1,4,12,1,5,10,165.2,8,Centro,1395.3,349.8
19219,150.0,1,15,2.8,1,1,13,0,8,9,131.6,2,Centro,745.2,281.6
19220,162.9,1,7,6.2,0,1,2,1,10,9,147.1,2,Intermediária,738.3,310.0
19221,100.2,3,8,7.6,1,3,9,0,1,7,80.2,6,Intermediária,732.2,180.5
19222,210.7,4,0,6.2,1,3,20,0,2,8,183.0,7,Intermediária,1258.4,393.7
19223,84.4,3,1,3.7,2,2,,0,1,8,75.2,5,Centro,875.6,159.6
19224,93.0,6,2,3.3,1,4,,0,6,9,76.2,10,Centro,1016.8,169.1
19225,127.0,1,2,6.7,1,1,3,0,6,9,104.4,2,Intermediária,622.0,231.4
19226,91.4,4,20,4.2,2,4,20,0,4,8,67.9,8,Centro,1019.0,159.3
19227,189.6,2,2,8.8,1,2,14,0,5,7,160.0,4,Intermediária,694.4,349.6
19228,79.8,2,5,4.1,1,1,21,1,9,10,63.8,3,Centro,988.7,143.6
19229,68.3,4,5,2.8,2,4,,1,4,10,60.4,8,Centro,1108.3,128.7
19230,41.1,3,6,10.9,1,3,16,0,9,7,28.3,6,Intermediária,793.8,69.4
19231,152.8,4,26,17.6,3,3,,0,2,5,133.7,7,Afastada,535.0,286.5
19232,118.3,6,2,4.4,3,4,,0,8,7,91.3,10,Centro,1316.4,209.5
19233,106.7,3,38,8.2,3,2,,1,7,9,109.1,5,Intermediária,679.6,215.8
19234,146.0,2,32,5.5,1,2,,1,3,9,118.5,4,Intermediária,691.6,264.5
19235,49.0,2,4,4.3,1,2,8,0,9,8,43.8,4,Centro,943.3,92.9
19236,100.5,6,0,5.9,2,4,18,0,1,9,90.6,10,Intermediária,1268.4,191.1
19237,269.0,4,0,1.1,2,4,18,0,10,10,227.1,8,Centro,1383.4,496.1
19238,198.7,1,33,1.5,1,1,,0,5,8,166.2,2,Centro,533.9,364.9
